id,date,kospi_close,kospi_chg_pct,clean_day,event,category,time_kst,scheduled,expected_vs_actual,news_N,impact_I,direction,importance,confidence,exposure,unverified,market_closed
KR-20250423-01,2025-04-23,2525.56,1.57,Y,"트럼프 ""파월 해임 의향 없다""·""대중 관세 상당히 인하될 것"" 발언(4/23 새벽) → 2,500선 회복(+1.57%)",정책(해외),4/23 새벽,돌발,—,4,3,▲,3.4,B,지수,N,N
KR-20250424-01,2025-04-24,2522.33,-0.13,N,"SK하이닉스 1Q 영업이익 7.44조(장전), 컨센서스(약 6.6조) 상회",기업실적,08:00 장전,예정,컨센 대비 약 +13%,3,2,▲,2.4,B,SK하이닉스,N,N
KR-20250424-02,2025-04-24,2522.33,-0.13,N,"한·미 2+2 통상협의(워싱턴, 4/24 밤 KST) 앞 관망",정책,4/24 밤,예정,—,3,1,◆,1.8,C,지수,N,N
KR-20250425-01,2025-04-25,2546.3,0.95,N,"한·미 2+2 통상협의 ""성공적""(美 재무장관) — 7월까지 관세 철폐 ""7월 패키지"" 합의 목표 → 외국인 2,399억·기관 5,101억 순매수",정책,4/25 새벽,예정,—,4,2,▲,2.8,B,지수·자동차,N,N
KR-20250428-01,2025-04-28,2548.86,0.10,N,"SK텔레콤 유심(USIM) 해킹(2,300만 가입자, 4/22 공개) 여파 → SKT -6.75%, 보안·유심 관련주 상한가",기업이벤트,4/22 공개,돌발,—,5,1,▼,2.6,C,SKT·보안주,N,N
KR-20250428-02,2025-04-28,2548.86,0.10,N,"美 경제지표·빅테크 실적 앞 관망, 코스닥 -1.41%",수급,장중,—,—,1,1,◆,1.0,C,코스닥,N,N
KR-20250429-01,2025-04-29,2565.42,0.65,N,미·중 협상 기대·주요 기업 실적 속 기관 순매수로 4거래일 연속 상승,수급,장중,—,—,1,1,▲,1.0,C,지수,N,N
KR-20250430-01,2025-04-30,2556.61,-0.34,N,"LG에너지솔루션 -7.29%(1Q 실적 후), 외국인·기관 동반 매도",기업실적,장중,—,—,2,2,▼,2.0,C,2차전지,N,N
KR-20250430-02,2025-04-30,2556.61,-0.34,N,"삼성전자 1Q 확정실적(영업이익 6.7조, 역대 최대 분기 매출 79.1조) 발표(장전)",기업실적,08:00 장전,예정,잠정치 부합,3,1,◆,1.8,B,삼성전자,N,N
KR-20250502-01,2025-05-02,2559.79,0.12,N,"한덕수 권한대행 사퇴(5/1, 대선 출마)·최상목 부총리 사퇴(5/1 밤) → 이주호 대행 체제",정치,5/1 휴장,돌발,—,5,1,◆,2.6,C,지수,N,N
KR-20250502-02,2025-05-02,2559.79,0.12,N,"MS·메타 호실적(5/1 새벽) + 미·중 협상 기대 → 강보합, 4일 연휴 앞 관망",해외증시,5/1 새벽,예정,컨센 상회,3,1,▲,1.8,B,AI·반도체,N,N
KR-20250507-01,2025-05-07,2573.8,0.55,N,"연휴 중 대만달러 폭등 등 아시아 통화 급등 → 원/달러 1,380원 개장(-25.3원, 6개월 최저) → 외국인 3,498억 순매수",환율,5/3~6 휴장 중,돌발,—,4,2,▲,2.8,B,지수·내수주,N,N
KR-20250507-02,2025-05-07,2573.8,0.55,N,미·중 제네바 고위급 회담(5/10) 개최 발표,정책(해외),5/7 새벽,예정,—,3,2,▲,2.4,B,지수,N,N
KR-20250508-01,2025-05-08,2579.48,0.22,N,"FOMC 4.25~4.50% 3회 연속 동결(5/8 03:00 KST), 파월 ""기다릴 여유""",통화정책,5/8 03:00,예정,예상 부합,3,1,◆,1.8,B,지수,N,N
KR-20250508-02,2025-05-08,2579.48,0.22,N,"옵션만기일, 3거래일 연속 상승",시장제도,장중,예정,—,1,1,◆,1.0,C,지수,N,N
KR-20250509-01,2025-05-09,2577.27,-0.09,N,美·英 무역합의(5/9 새벽) → 장초 상승 후 주말 미·중 협상 앞 관망. 현대차·기아 상승,정책(해외),5/9 새벽,예정,—,3,1,◆,1.8,B,자동차,N,N
KR-20250512-01,2025-05-12,2607.33,1.17,N,"미·중 제네바 협상(5/10~11) ""실질적 진전"" → 46일 만에 2,600 회복(+1.17%)",정책(해외),주말,예정,—,4,3,▲,3.4,B,지수·해운,N,N
KR-20250512-02,2025-05-12,2607.33,1.17,N,"장 마감 후 미·중 공동성명: 90일간 관세 115%p 인하(美 145→30%, 中 125→10%)",정책(해외),5/12 저녁,예정,예상(50~60%대) 이상 인하,5,2,▲,3.2,B,지수,N,N
KR-20250513-01,2025-05-13,2608.42,0.04,N,미·중 관세 휴전 반영에도 美 CPI(당일 21:30) 경계로 강보합. HMM +5.81% 등 해운 강세,정책(해외),전일 저녁,예정,—,3,1,▲,1.8,B,해운,N,N
KR-20250513-02,2025-05-13,2608.42,0.04,N,"원/달러 1,417.5원으로 급등(달러 강세 반영)",환율,장중,—,—,2,1,▼,1.4,C,지수,N,N
KR-20250514-01,2025-05-14,2640.57,1.23,N,美 4월 CPI 2.3%로 예상 하회(5/13 21:30) + 원화 강세 → 1%대 상승,거시지표,5/13 21:30,예정,예상 2.4% → 실제 2.3%,3,3,▲,3.0,B,지수,N,N
KR-20250515-01,2025-05-15,2621.36,-0.73,N,"기관 4,127억 차익실현 매도로 3일 만에 하락(SK하이닉스 -2.67%, 현대차 -2.03%)",수급,장중,—,—,2,1,▼,1.4,C,지수,N,N
KR-20250516-01,2025-05-16,2626.87,0.21,N,"미·중 무역 완화·금리 안정 속 외국인(1,748억)·기관(1,379억) 순매수, 강보합. 코스닥 -1.11%",수급,장중,—,—,1,1,▲,1.0,C,지수,N,N
KR-20250519-01,2025-05-19,2603.42,-0.89,N,"무디스, 美 신용등급 Aaa→Aa1 강등(5/17 KST 새벽, 美 장 마감 후) → 아시아 동반 약세, 장중 2,600 붕괴",거시지표,5/17 새벽,돌발,—,4,2,▼,2.8,B,지수,N,N
KR-20250520-01,2025-05-20,2601.8,-0.06,N,"외국인 1,390억 순매도로 2,600선 턱걸이",수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20250521-01,2025-05-21,2625.58,0.91,N,"한·미 관세 협상 기대감에 외국인·기관 매수, 3거래일 만에 반등",정책,장중,—,—,2,2,▲,2.0,C,지수,N,N
KR-20250522-01,2025-05-22,2593.67,-1.22,Y,"美 20년물 국채 입찰 부진(낙찰금리 5.047%, 5/22 새벽) + 트럼프 감세법안 재정우려 → 美 국채금리 급등·증시 급락",거시지표,5/22 02:00,예정,입찰 수요 예상 하회,4,3,▼,3.4,B,지수·성장주,N,N
KR-20250522-02,2025-05-22,2593.67,-1.22,Y,"외국인 3,436억·기관 4,002억 순매도, 2,600선 붕괴",수급,장중,—,—,2,2,▼,2.0,C,지수,N,N
KR-20250523-01,2025-05-23,2592.09,-0.06,N,"美 금융시장 불확실성 속 기관 1.4조 순매도, 삼성바이오로직스 -5%대(인적분할 발표 여파)",수급,장중,—,—,2,1,▼,1.4,C,지수·바이오,N,N
KR-20250526-01,2025-05-26,2644.4,2.02,N,"트럼프, EU 50% 관세 부과일 6/1→7/9 유예(5/26 새벽) + 대선 앞 증시 부양 기대 → +2.02%",정책(해외),5/26 새벽,돌발,부과 예상 → 유예,4,3,▲,3.4,B,지수,N,N
KR-20250527-01,2025-05-27,2637.22,-0.27,N,"전일 급등 후 차익실현, 삼성전자 -1.46%",수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20250528-01,2025-05-28,2670.15,1.25,N,"반도체 강세(삼성전자 +3.71%, SK하이닉스 +2.72%) + 외국인 3,004억·기관 7,432억 → 연고점, 장중 9개월 최고",반도체/AI,장중,—,—,3,3,▲,3.0,C,반도체,N,N
KR-20250529-01,2025-05-29,2720.64,1.89,N,"美 국제무역법원, 트럼프 상호관세 위법 판결(5/29 06:00 KST) + 엔비디아 호실적(5/29 05:20) → 9개월 만에 2,700 돌파",정책(해외),5/29 새벽,돌발,—,5,3,▲,3.8,B,지수·수출주,N,N
KR-20250529-02,2025-05-29,2720.64,1.89,N,"한은 기준금리 0.25%p 인하 → 2.50%(10:00경), 성장률 전망 1.5%→0.8% 하향",통화정책,10:00 장중,예정,예상 인하 부합,4,2,▲,2.8,A,금리민감주·지수,N,N
KR-20250530-01,2025-05-30,2697.67,-0.84,N,"美 항소법원, 상호관세 효력 일시 복원(5/30 새벽) → 차익실현 하락",정책(해외),5/30 새벽,돌발,—,3,2,▼,2.4,B,지수,N,N
KR-20250602-01,2025-06-02,2698.97,0.05,N,"제21대 대선(6/3) 전날 관망 — 장중 2,719 후 기관 매도로 보합",정치,6/3 예정,예정,—,3,1,◆,1.8,C,지수,N,N
KR-20250603-01,2025-06-03,,,N,[휴장: 대선일] 제21대 대통령선거 — 이재명 후보 당선(6/4 새벽 확정),정치,6/3~4,예정,여론조사 부합,5,4,▲,4.4,B,지수,N,Y
KR-20250604-01,2025-06-04,2770.84,2.66,Y,"이재명 대통령 취임 첫날 — ""코스피 5000""·상법 개정·자본시장 활성화 기대 → +2.66%",정치,6/4 오전,예정,—,5,4,▲,4.4,B,지수·증권·지주·금융,N,N
KR-20250605-01,2025-06-05,2812.05,1.49,N,"새정부 정책 기대 지속 — 11개월 만에 종가 2,800 안착, 외국인 9,241억 순매수",정책,장중,—,—,4,3,▲,3.4,C,지수,N,N
KR-20250605-02,2025-06-05,2812.05,1.49,N,출산·지역화폐·AI 정책 관련주 강세,테마,장중,—,—,2,1,▲,1.4,C,정책테마,N,N
KR-20250609-01,2025-06-09,2855.77,1.55,N,"상법 개정·코리아 디스카운트 해소 기대 → 외국인 9,799억 순매수, 지배구조·금융주 강세(현대모비스 +10.04%, 키움증권 +9.25%, 하나금융 +5.58%)",정책,장중,—,—,4,3,▲,3.4,C,지주·금융·증권,N,N
KR-20250610-01,2025-06-10,2871.85,0.56,N,"미·중 런던 무역협상(희토류 수출통제 논의) 기대 속 5거래일 연속 상승, 11개월 최고",정책(해외),6/9~10 런던,예정,—,3,1,▲,1.8,C,지수,N,N
KR-20250611-01,2025-06-11,2907.04,1.23,N,"이재명 대통령 한국거래소 방문(자본시장 활성화 의지) → 3년 5개월 만에 2,900 돌파, 6거래일 연속 상승",정책,장중,예정,—,4,3,▲,3.4,A,지수·증권,N,N
KR-20250611-02,2025-06-11,2907.04,1.23,N,미·중 런던 협상 합의(6/11 새벽) + 5월 수출 호조,정책(해외),6/11 새벽,예정,—,3,2,▲,2.4,B,지수,N,N
KR-20250612-01,2025-06-12,2920.03,0.45,N,선물·옵션 동시만기일에도 7거래일 연속 상승(3년 5개월 최고),시장제도,장중,예정,—,2,1,▲,1.4,C,지수,N,N
KR-20250613-01,2025-06-13,2894.62,-0.87,Y,"이스라엘, 이란 핵시설·군 수뇌부 공습(6/13 오전 KST) → 유가 급등, 8거래일 만에 하락",지정학,6/13 09:00경,돌발,—,5,3,▼,3.8,A,지수·정유·방산·항공,N,N
KR-20250616-01,2025-06-16,2946.66,1.80,N,"이스라엘-이란 교전 격화에도 장초 2,886 저점 후 반등(+1.80%), 2022.1 이후 최고 — 지정학 영향 제한 인식",지정학,주말,돌발,—,4,3,▲,3.4,C,지수,N,N
KR-20250617-01,2025-06-17,2950.3,0.12,N,"장중 2,998.62까지 3,000 근접 후 이스라엘 추가 공습 우려로 반납",지정학,장중,돌발,—,3,1,◆,1.8,C,지수,N,N
KR-20250618-01,2025-06-18,2972.19,0.74,N,"새정부 AI 정책(AI 100조 투자) 기대 → NAVER +17.92%, 카카오 +6.56%, 삼성전자 +2.93%",정책,장중,—,—,4,2,▲,2.8,C,AI·인터넷,N,N
KR-20250619-01,2025-06-19,2977.74,0.19,N,"FOMC 4.25~4.50% 동결, 연내 2회 인하 점도표 유지(6/19 03:00 KST)",통화정책,6/19 03:00,예정,예상 부합,3,1,◆,1.8,B,지수,N,N
KR-20250619-02,2025-06-19,2977.74,0.19,N,정부 30.5조 2차 추경안 의결(소비쿠폰) — 내수주 기대,정책,장중,예정,—,3,1,▲,1.8,C,내수·유통,N,N
KR-20250620-01,2025-06-20,3021.84,1.48,N,"코스피 3년 6개월 만에 종가 3,000 돌파(장중 10:52 3,000.19), 5거래일 연속 상승, 주간 +4.4%",수급,10:52 장중,—,—,5,3,▲,3.8,C,지수,N,N
KR-20250623-01,2025-06-23,3014.47,-0.24,N,"美, 이란 핵시설 3곳(포르도·나탄즈·이스파한) 공습(6/22 KST 오전) → 호르무즈 봉쇄 우려, 장초 급락 후 3,000 사수",지정학,6/22 주말,돌발,—,5,2,▼,3.2,B,지수·정유·해운,N,N
KR-20250623-02,2025-06-23,3014.47,-0.24,N,"월러 연준 이사 ""7월 인하 가능"" 비둘기 발언으로 낙폭 축소",통화정책,6/21 새벽,돌발,—,2,1,▲,1.4,B,지수,N,N
KR-20250624-01,2025-06-24,3103.64,2.96,Y,"트럼프, 이스라엘-이란 ""완전 휴전"" 발표(6/24 07:00 KST) → 갭상승, 3년 9개월 만에 3,100 돌파(+2.96%), 코스닥 800 회복",지정학,6/24 07:00,돌발,확전 우려 → 휴전,5,4,▲,4.4,B,지수 전반,N,N
KR-20250625-01,2025-06-25,3108.25,0.15,N,중동 긴장 완화·정책 기대 속 개인 순매수로 강보합,수급,장중,—,—,1,1,▲,1.0,C,지수,N,N
KR-20250626-01,2025-06-26,3079.56,-0.92,N,"외국인·기관 차익실현 → 하락, 카카오 -9.08%·NAVER -7.94%(AI 정책주 급등 후 되돌림)",수급,장중,—,—,2,2,▼,2.0,C,인터넷,N,N
KR-20250627-01,2025-06-27,3055.9,-0.77,N,"금융위 ""6·27 가계부채 대책"": 수도권 주택담보대출 6억원 한도(6/28 시행) — 부동산 → 증시 자금이동 기대",정책,장중,돌발,—,5,1,◆,2.6,C,건설·은행·증권,N,N
KR-20250630-01,2025-06-30,3071.7,0.52,N,"상반기 마감: 코스피 +28.01%(6월 +13.86%, 2020.11 이후 최대 월간 상승). 기관·개인 순매수, 원전·2차전지·반도체 강세",수급,장중,—,—,3,1,▲,1.8,C,원전·2차전지·반도체,N,N
KR-20250701-01,2025-07-01,3089.65,0.58,N,6월 수출 호조(반도체 역대 최대) + 하반기 첫 거래일 연고점,거시지표,7/1 09:00,예정,—,2,1,▲,1.4,B,반도체·수출주,N,N
KR-20250702-01,2025-07-02,3075.06,-0.47,N,"상호관세 유예 만료(7/9) 임박 + 트럼프-머스크 갈등 → 외국인 3,347억 순매도, 조선·방산 급락(HD한국조선해양 -5.75%)",정책(해외),장중,예정,—,3,2,▼,2.4,C,조선·방산,N,N
KR-20250703-01,2025-07-03,3116.27,1.34,Y,"상법 개정안 국회 통과(장 막판, 찬성 220) — 이사 충실의무 주주 확대·감사위원 선임 3%룰·전자주총 → 연고점(+1.34%), POSCO홀딩스 +8%대",정책,15:00경 장중,예정,—,5,3,▲,3.8,A,지주·지배구조,N,N
KR-20250703-02,2025-07-03,3116.27,1.34,Y,美·베트남 무역합의(7/3 새벽) → 관세 협상 기대,정책(해외),7/3 새벽,돌발,—,2,1,▲,1.4,B,지수,N,N
KR-20250704-01,2025-07-04,3054.64,-1.98,N,"상법 통과 재료 소멸·집중투표제 조정 실망 + 조선·방산·원전 차익실현 → -1.98%, 기관 4,441억 매도",수급,장중,—,—,3,3,▼,3.0,C,조선·방산·원전,N,N
KR-20250704-02,2025-07-04,3054.64,-1.98,N,美 관세 서한 발송(7/7~) 임박 경계,정책(해외),—,예정,—,2,1,▼,1.4,C,지수,N,N
KR-20250707-01,2025-07-07,3059.47,0.16,N,30.5조 2차 추경 국회 통과(7/4 밤) → 소비쿠폰·지역화폐 관련주 강세,정책,7/4 밤,예정,—,3,1,▲,1.8,B,내수·지역화폐,N,N
KR-20250707-02,2025-07-07,3059.47,0.16,N,트럼프 관세 서한 발송(7/8 01:00 KST) 앞 경계로 강보합,정책(해외),7/8 01:00 예정,예정,—,2,1,◆,1.4,C,지수,N,N
KR-20250708-01,2025-07-08,3114.95,1.81,N,"트럼프, 한국에 8/1부터 25% 관세 서한(7/8 01:00 KST) — 예상 범위·협상 여지로 불확실성 해소 → +1.81%",정책(해외),7/8 01:00,예정,예상 수준 부합,5,3,▲,3.8,B,지수·자동차,N,N
KR-20250708-02,2025-07-08,3114.95,1.81,N,자사주 소각 의무화(3차 상법 개정) 기대,정책,장중,—,—,3,2,▲,2.4,C,지주·금융,N,N
KR-20250709-01,2025-07-09,3133.74,0.60,N,"자사주 의무 소각 기대 지속, 3년 10개월 만에 최고치",정책,장중,—,—,3,1,▲,1.8,C,지주·금융,N,N
KR-20250710-01,2025-07-10,3183.23,1.58,N,"엔비디아 시총 4조달러 첫 돌파(7/10 새벽) → 반도체 강세, 3,180선 연고점",반도체/AI,7/10 새벽,돌발,—,3,2,▲,2.4,B,반도체,N,N
KR-20250710-02,2025-07-10,3183.23,1.58,N,한은 기준금리 2.50% 동결(10:00경) — 부동산·가계부채 우려,통화정책,10:00 장중,예정,예상 부합,4,1,◆,2.2,A,금리민감주,N,N
KR-20250711-01,2025-07-11,3175.77,-0.23,N,"장중 3,200 돌파 후 차익실현으로 반납",수급,장중,—,—,2,1,◆,1.4,C,지수,N,N
KR-20250714-01,2025-07-14,3202.03,0.83,N,"3년 10개월 만에 종가 3,200 돌파, 보험 +6.47%(밸류업·자사주), 외국인 순매수",수급,장중,—,—,3,2,▲,2.4,C,보험·금융,N,N
KR-20250715-01,2025-07-15,3215.28,0.41,N,美 6월 CPI(당일 21:30) 대기 속 강보합,거시지표,당일 21:30,예정,—,1,1,▲,1.0,C,지수,N,N
KR-20250716-01,2025-07-16,3186.38,-0.90,N,"美 6월 CPI 반등(2.7%, 관세 전가 조짐) → 인플레 우려",거시지표,7/15 21:30,예정,예상 부합(근원 소폭 하회),3,2,▼,2.4,B,지수,N,N
KR-20250716-02,2025-07-16,3186.38,-0.90,N,中 CXMT 증설 보도·메모리 업황 우려 → 반도체 약세,반도체/AI,장중,돌발,—,2,2,▼,2.0,C,반도체,N,N
KR-20250717-01,2025-07-17,,,N,"대법원, 이재용 삼성전자 회장 부당합병·회계부정 무죄 확정(11:15경) → 삼성전자 10개월 만에 6.6만원대, 삼성물산·삼성생명 등 삼성그룹주 강세",기업이벤트,11:15 장중,예정,무죄 예상 부합,5,2,▲,3.2,A,삼성그룹주,N,N
KR-20250718-01,2025-07-18,3188.07,,N,개인 차익실현으로 약보합(외국인 7일 연속 순매수),수급,장중,—,—,1,1,▼,1.0,C,지수,N,N
KR-20250721-01,2025-07-21,3210.81,0.71,N,"외국인 8,934억 순매수로 3,200 재돌파, 기계·금속 +3%",수급,장중,—,—,2,2,▲,2.0,C,기계·금속,N,N
KR-20250722-01,2025-07-22,3169.94,-1.27,N,"세법개정안 ""법인세·증권거래세 원상복구"" 보도 → 투심 위축 + 연고점 차익실현, -1.27%",정책,장중(보도),돌발,—,3,3,▼,3.0,C,지수·증권,N,N
KR-20250723-01,2025-07-23,3183.77,0.44,N,"美·日 무역합의(日 15%, 7/23 오전 KST) → 한·미 협상 기대, 현대차 +7.51%, 기아 +8.49%",정책(해외),7/23 07:00,돌발,日 25% 예상 → 15%,4,2,▲,2.8,B,자동차·부품,N,N
KR-20250724-01,2025-07-24,3190.3,0.21,N,"SK하이닉스 2Q 영업이익 9.21조(사상 최대, 장전 발표)",기업실적,08:00 장전,예정,컨센 부합,3,2,▲,2.4,B,SK하이닉스,N,N
KR-20250724-02,2025-07-24,3190.3,0.21,N,"장중 연고점 3,237.97 후 반납",수급,장중,—,—,1,1,◆,1.0,C,지수,N,N
KR-20250725-01,2025-07-25,3196.05,0.18,N,"한·미 ""2+2"" 장관급 통상협의(7/25 예정) 美 측 일정으로 돌연 취소 → 상승폭 반납",정책,7/24 밤,돌발,—,4,2,▼,2.8,C,지수·자동차,N,N
KR-20250728-01,2025-07-28,3209.52,0.42,N,"삼성전자, 테슬라와 22.8조원 파운드리 공급계약(장중 공시, 머스크 ""AI6 칩"" 확인) → 삼성전자 +6.83%, 11개월 만에 7만원",기업이벤트,장중 공시,돌발,—,5,3,▲,3.8,A,삼성전자·파운드리,N,N
KR-20250729-01,2025-07-29,3230.57,0.66,N,"외국인·기관 순매수로 5거래일 연속 상승, 약 4년 만의 최고치",수급,장중,—,—,2,2,▲,2.0,C,지수,N,N
KR-20250729-02,2025-07-29,3230.57,0.66,N,"한·미 조선협력 ""MASGA"" 제안 기대 → 조선주 관심(한화오션 VLCC 수주)",정책,장중,—,—,3,1,▲,1.8,C,조선,N,N
KR-20250731-01,2025-07-31,3245.4,,N,"세제개편안 발표(오후): 대주주 양도세 기준 50억→10억, 증권거래세 0.15→0.20%, 법인세 1%p 인상, 배당소득 분리과세 최고 35% — 8/1 반영",정책,14:00경 장중~장후,예정,시장 기대(완화) 대비 강화,5,5,▼,5.0,B,지수·증권,N,N
KR-20250731-02,2025-07-31,3245.4,,N,"한·미 관세협상 타결(7/31 새벽 KST): 상호관세 15%, 대미투자 3,500억달러·에너지 1,000억달러 구매 → 불확실성 해소나 ""셀 더 뉴스""",정책,7/31 새벽,예정,25% 부과 우려 → 15%,5,2,◆,3.2,B,지수·자동차·조선,N,N
KR-20250731-03,2025-07-31,3245.4,,N,"삼성전자 2Q 확정실적(영업이익 4.7조, 반도체 재고손실)",기업실적,08:00 장전,예정,잠정치 부합,3,1,▼,1.8,B,삼성전자,N,N
KR-20250801-01,2025-08-01,3119.41,-3.88,Y,"세제개편안 실망(대주주 기준 10억 하향·증권거래세 인상) → 코스피 -3.88%, 4월 이후 최대 낙폭. 삼성전자·SK하이닉스 주도 하락",정책,7/31 오후 발표,예정,완화 기대 → 강화,5,5,▼,5.0,B,지수·증권·반도체,N,N
KR-20250801-02,2025-08-01,3119.41,-3.88,Y,"美 관세 행정명령(국가별 상호관세율 확정, 8/7 발효) 서명(8/1 새벽)",정책(해외),8/1 새벽,예정,—,3,2,▼,2.4,B,지수,N,N
KR-20250804-01,2025-08-04,3147.75,0.91,N,"여당 내 대주주 기준 재검토 논의 + 저가매수 → 3거래일 만에 반등, 기관 1.3조·외국인 8,300억 순매수",정책,주말,돌발,—,4,2,▲,2.8,C,지수,N,N
KR-20250804-02,2025-08-04,3147.75,0.91,N,"美 7월 비농업 +7.3만·전월치 대폭 하향(8/1 21:30) → 9월 인하 기대, 원/달러 1,385.2원(-16.2원)",거시지표,8/1 21:30,예정,예상 +10만 → +7.3만,4,2,▲,2.8,B,지수,N,N
KR-20250805-01,2025-08-05,3198.0,1.60,N,"美 금리인하 기대로 美 증시 반등 → 외국인·기관 이틀 연속 순매수, +1.60%",통화정책,8/5 새벽,—,—,3,2,▲,2.4,B,지수,N,N
KR-20250806-01,2025-08-06,3198.14,0.00,N,트럼프 반도체 관세 예고 경계 속 보합,정책(해외),장중,—,—,2,1,◆,1.4,C,반도체,N,N
KR-20250807-01,2025-08-07,3227.68,0.92,N,"트럼프, 반도체 100% 관세 예고하되 ""美 내 생산 기업은 면제""(8/7 05:00 KST, 애플 1,000억달러 투자 발표) → 삼성·SK 면제 기대로 오히려 호재",정책(해외),8/7 05:00,돌발,관세 우려 → 면제 기대,5,2,▲,3.2,B,반도체,N,N
KR-20250807-02,2025-08-07,3227.68,0.92,N,애플-삼성전자 美 텍사스 공장 협력 발표 → 반도체·화장품·IT서비스 강세,기업이벤트,8/7 새벽,돌발,—,3,2,▲,2.4,B,삼성전자,N,N
KR-20250807-03,2025-08-07,3227.68,0.92,N,"美 국가별 상호관세 발효(8/7 13:01 KST), 한국 15%",정책(해외),13:01 장중,예정,예고된 조치,3,1,◆,1.8,A,수출주,N,N
KR-20250808-01,2025-08-08,3210.01,-0.55,N,"美·러 정상회담(8/15) 예정 → 우크라 종전 기대로 방산 급락(LIG넥스원 -14.93%, 한화시스템 -6.88%, 한화에어로 -5.47%)",지정학,8/8 새벽,돌발,—,4,2,▼,2.8,B,방산,N,N
KR-20250808-02,2025-08-08,3210.01,-0.55,N,"외국인 1,596억·기관 1,318억 차익실현으로 5일 만에 하락",수급,장중,—,—,2,1,▼,1.4,C,지수,N,N
KR-20250811-01,2025-08-11,3206.77,-0.10,N,美 CPI(8/12) 대기 속 기관·개인 매도로 약보합,수급,장중,—,—,1,1,◆,1.0,C,지수,N,N
KR-20250812-01,2025-08-12,3189.91,-0.53,N,"대통령실 ""대주주 기준 50억 유지"" 요구 반박 → 양도세 불확실성 재부각, 3,200 하회",정책,장중,돌발,—,4,2,▼,2.8,A,지수·증권,N,N
KR-20250812-02,2025-08-12,3189.91,-0.53,N,"美·中 관세 휴전 90일 연장(8/12 새벽) → 장중 3,231 후 반납",정책(해외),8/12 새벽,예정,—,3,1,▲,1.8,B,지수,N,N
KR-20250813-01,2025-08-13,3224.37,1.08,N,"美 7월 CPI 2.7% 예상 부합(8/12 21:30) → 9월 인하 기대 강화, 외국인 현·선물 동반 매수로 4거래일 만에 반등",거시지표,8/12 21:30,예정,예상 부합,3,2,▲,2.4,B,지수,N,N
KR-20250814-01,2025-08-14,3225.66,0.04,N,"광복절 연휴 앞 보합, 美 PPI(당일 21:30) 대기",수급,장중,—,—,1,1,◆,1.0,C,지수,N,N
KR-20250818-01,2025-08-18,3177.28,-1.50,N,"美 7월 PPI 급등(8/14 21:30, 전월비 +0.9%) → 9월 빅컷 기대 후퇴 + 반도체 관세 부담 → 외국인 5,416억 매도, -1.50%",거시지표,8/14 21:30,예정,예상 +0.2% → +0.9%,3,3,▼,3.0,B,지수·반도체,N,N
KR-20250818-02,2025-08-18,3177.28,-1.50,N,트럼프-젤렌스키·유럽 정상 회담(8/19 KST 새벽) 앞 경계,지정학,8/18 美,예정,—,2,1,◆,1.4,C,방산,N,N
KR-20250819-01,2025-08-19,3151.56,-0.81,N,한수원·한전-웨스팅하우스 원전 지재권 합의(기술료·물량 조건) 불공정 논란 보도 → 원전주 급락,기업이벤트,장중(보도),돌발,—,4,2,▼,2.8,C,원전,N,N
KR-20250819-02,2025-08-19,3151.56,-0.81,N,"잭슨홀(8/22) 앞 경계 + 세제개편 불확실성 → 외국인 4,560억 매도",통화정책,장중,예정,—,2,2,▼,2.0,C,지수,N,N
KR-20250820-01,2025-08-20,3130.09,-0.68,N,"AI 버블 우려(MIT ""기업 AI 파일럿 95% 성과 없음"" 보고서, 올트먼 ""AI 거품"" 발언) → 美 나스닥 -1.5%(8/19) → 3거래일 연속 하락",반도체/AI,8/20 새벽,돌발,—,3,2,▼,2.4,B,반도체·AI,N,N
KR-20250820-02,2025-08-20,3130.09,-0.68,N,"증시 부양책(배당소득 분리과세·대주주 기준) 불확실성, 기관 매수로 3,100선 방어",정책,장중,—,—,2,1,▼,1.4,C,지수,N,N
KR-20250825-01,2025-08-25,3209.86,,N,"파월 잭슨홀 연설 ""정책 조정 필요할 수 있다""(8/22 23:00 KST) → 9월 인하 기대, 美 증시 급등 → 3거래일 연속 상승, 장중 고점 마감",통화정책,8/22 23:00,예정,매파 우려 → 비둘기,4,3,▲,3.4,B,지수,N,N
KR-20250825-02,2025-08-25,3209.86,,N,"美 정부, 웨스팅하우스 지분투자 한국에 제안 보도 → 원전·건설 급등(두산에너빌리티 +10.55%, 현대건설 +14.87%, 대우건설 +11.80%)",정책(해외),장중(보도),돌발,—,3,2,▲,2.4,A,원전·건설,N,N
KR-20250825-03,2025-08-25,3209.86,,N,"한·미 정상회담(8/25 美, 8/26 KST 새벽) 앞 기대감, 기관 7거래일 연속 순매수",정책,8/26 새벽 예정,예정,—,3,1,▲,1.8,C,조선·원전,N,N
KR-20250826-01,2025-08-26,3179.36,-0.95,N,"이재명-트럼프 첫 한·미 정상회담 결과(경제·안보 협력 강화)에도 ""재료 소멸"" 차익매물 → 3,200 붕괴, 기대 업종 원전·조선 오히려 급락",정책,8/26 새벽,예정,호재 기대 → 셀더뉴스,5,2,▼,3.2,B,원전·조선,N,N
