id,date,nasdaq_close,nasdaq_chg_pct,close_approx,clean_day,event,category,time_et,scheduled,expected_vs_actual,news_N,impact_I,direction,importance,confidence,exposure
US-20250328-01,2025-03-28,17322.99,-2.70,N,Y,"2월 근원 PCE +0.4%(예상 0.3%) + 미시간 장기 기대인플레 4.1%(1993년 이후 최고) → 스태그플레이션 우려, 나스닥 -2.7%",거시지표,08:30/10:00 ET,예정,예상 상회,4,4,▼,4.0,A,지수·소비재
US-20250328-02,2025-03-28,17322.99,-2.70,N,Y,룰루레몬 -14% 가이던스 쇼크,기업실적,전일 장후,예정,미달,2,1,▼,1.4,B,소비재
US-20250331-01,2025-03-31,17299.29,-0.14,N,N,"트럼프 ""상호관세 모든 국가 대상"" 발언 → 장중 -2.6% 급락 후 분기말 리밸런싱으로 낙폭 만회(-0.1%). 1분기 나스닥 -10.4%(2022년 이후 최악 분기)",무역/관세,주말(3/30),돌발,—,4,2,◆,2.8,B,지수
US-20250331-02,2025-03-31,17299.29,-0.14,N,N,골드만 침체 확률 35%로 상향,거시지표,장전,돌발,—,2,1,▼,1.4,C,—
US-20250401-01,2025-04-01,17449.89,0.87,N,N,3월 ISM 제조업 49.0 위축 전환·JOLTS 부진에도 상호관세 발표 앞 저가매수 반등,거시지표,10:00 ET 장중,예정,예상 하회,3,1,▲,1.8,A,지수
US-20250401-02,2025-04-01,17449.89,0.87,N,N,테슬라 +3.6%(머스크 DOGE 퇴진 기대),기업이벤트,장중,돌발,—,2,1,▲,1.4,C,테슬라
US-20250402-01,2025-04-02,17601.05,0.87,N,N,"""해방의 날"" 상호관세 발표 앞 등락(+0.9%) — 발표는 장후 16:00 ET(기본 10% + 국가별 최대 50%, 中 34%·EU 20%·日 24%·韓 25%)",무역/관세,16:00 ET 장후,예정,예상(10~20% 일률) → 실제 훨씬 높음,5,1,◆,2.6,A,지수
US-20250402-02,2025-04-02,17601.05,0.87,N,N,선물 장후 -4% 급락 (애플·나이키 등 수입 의존주 시간외 -7%),무역/관세,장후,—,—,4,1,▼,2.2,A,수입의존
US-20250403-01,2025-04-03,16550.61,-5.97,N,Y,"상호관세 충격: 나스닥 -5.97%(2020.3 이후 최악), 시총 약 2.5조달러 증발. 애플 -9.2%, 나이키 -14%, 엔비디아 -7.8%",무역/관세,전일 16:00 ET 장후,예정,예상 대비 대폭 상회,5,5,▼,5.0,B,지수·수입의존·반도체
US-20250403-02,2025-04-03,16550.61,-5.97,N,Y,달러 급락·10년물 4.0% 하회(침체 우려),채권/금리,장중,—,—,3,1,▼,1.8,C,—
US-20250404-01,2025-04-04,15587.79,-5.82,N,Y,"中 대미 34% 맞불관세 + 희토류 수출통제(07:00 ET 장전) → 나스닥 -5.8%, 12/16 고점 대비 -22% 약세장 진입",무역/관세,장전,돌발,—,5,5,▼,5.0,B,지수·중국 노출주
US-20250404-02,2025-04-04,15587.79,-5.82,N,Y,"파월 ""관세로 인플레 상승·성장 둔화 가능성 높아"" → 인하 기대 차단",통화정책,11:25 ET 장중,예정,매파,4,2,▼,2.8,A,지수
US-20250404-03,2025-04-04,15587.79,-5.82,N,Y,3월 고용 +22.8만(예상 13.5만) 호조 무력화,거시지표,08:30 ET 장전,예정,상회,3,1,▲,1.8,A,—
US-20250407-01,2025-04-07,15603.26,0.10,N,N,"""트럼프 90일 관세 유예 검토"" 오보(10:10 ET, 해싯 인터뷰 왜곡) → 나스닥 장중 -5%→+4% 급등 후 백악관 부인, 보합 마감. 거래대금 사상 최대급",무역/관세,10:10 ET 장중,돌발,—,5,2,◆,3.2,A,지수
US-20250407-02,2025-04-07,15603.26,0.10,N,N,"트럼프 ""中 보복 철회 안하면 50% 추가"" 위협",무역/관세,11:30 ET 장중,돌발,—,4,2,▼,2.8,A,중국 노출주
US-20250408-01,2025-04-08,15267.91,-2.15,N,Y,"장초 +4% 급등(日·韓 협상 기대) 후 백악관 ""中 104% 관세 자정 발효"" 확인으로 -2.1% 반전",무역/관세,13:00 ET 장중,돌발,—,5,4,▼,4.4,A,지수
US-20250408-02,2025-04-08,15267.91,-2.15,N,Y,美 국채 급락(10년물 4.3%) — 베이시스 트레이드 청산 우려,채권/금리,장중,—,—,3,2,▼,2.4,C,금융
US-20250409-01,2025-04-09,17124.97,12.16,N,Y,"트럼프 트루스소셜 ""中 제외 상호관세 90일 유예(10%만 부과), 中 125%"" (13:18 ET) → 나스닥 +12.2%(2001.1 이후 최대 상승, 역대 2위)",무역/관세,13:18 ET 장중,돌발,—,5,5,▲,5.0,A,지수 전체
US-20250409-02,2025-04-09,17124.97,12.16,N,Y,장 초반 美 국채 투매(10년물 4.5%) → 유예 결정 배경으로 해석,채권/금리,장중,—,—,3,1,▲,1.8,C,—
US-20250409-03,2025-04-09,17124.97,12.16,N,Y,3월 FOMC 의사록(14:00 ET) 영향 없음,통화정책,14:00 ET,예정,—,1,1,◆,1.0,C,—
US-20250410-01,2025-04-10,16387.31,-4.31,N,Y,"백악관 ""대중 관세 실제 145%(펜타닐 20% 포함)"" 확인 + 전일 급등 반락 → 나스닥 -4.3%",무역/관세,장중,돌발,—,5,4,▼,4.4,A,지수·중국 노출주
US-20250410-02,2025-04-10,16387.31,-4.31,N,Y,3월 CPI 2.4%(예상 2.6%) 하회 — 관세 전 데이터로 무시,거시지표,08:30 ET 장전,예정,예상 하회,3,1,▲,1.8,A,—
US-20250411-01,2025-04-11,16724.46,2.06,N,N,"中 대미 관세 125%로 인상(05:00 ET) ""추가 인상은 무의미"" → 확전 한계 인식에 반등 +2.1%",무역/관세,장전,돌발,—,5,4,▲,4.4,B,지수
US-20250411-02,2025-04-11,16724.46,2.06,N,N,"10년물 주간 +50bp(2001년 이후 최대) · 달러 약세 ""Sell America""",채권/금리,장중,—,—,4,1,▼,2.2,C,—
US-20250411-03,2025-04-11,16724.46,2.06,N,N,"JP모건·모건스탠리 호실적, 미시간 기대인플레 6.7%(1981년 이후 최고)",기업실적,장전,예정,상회,3,1,◆,1.8,A,은행
US-20250414-01,2025-04-14,16831.48,0.64,N,N,"스마트폰·PC·반도체 상호관세 면제(4/11 금 밤 CBP 공지) → 애플 장초 +7%(종가 +2.2%); 트럼프 ""반도체 별도 관세"" 번복 발언",무역/관세,4/11 밤,돌발,—,5,2,▲,3.2,B,애플·전자제품
US-20250414-02,2025-04-14,16831.48,0.64,N,N,"트럼프 ""자동차 관세 일시 면제 검토"" → 자동차주↑",무역/관세,장중,돌발,—,3,1,▲,1.8,A,자동차
US-20250415-01,2025-04-15,16823.17,-0.05,N,N,"장후 엔비디아 ""H20 中 수출 무기한 허가제, 55억달러 손실"" 공시(16:10 ET) → 시간외 -6%",AI/반도체,16:10 ET 장후,돌발,—,5,1,▼,2.6,A,엔비디아
US-20250415-02,2025-04-15,16823.17,-0.05,N,N,BofA·씨티 호실적 vs 보잉 -2%(中 인도 거부 보도) → 보합,기업실적,장전,예정,상회,2,1,◆,1.4,A,은행·보잉
US-20250416-01,2025-04-16,16307.16,-3.07,N,N,"엔비디아 H20 대중 수출규제 55억달러 손실 → -6.9%, AMD -7%, ASML 수주 미달 → 반도체 급락",AI/반도체,전일 16:10 ET 장후,돌발,—,5,4,▼,4.4,B,AI 반도체
US-20250416-02,2025-04-16,16307.16,-3.07,N,N,"파월 시카고 연설 ""관세로 성장↓·물가↑, 연준 풋 없다"" (13:30 ET) → 장 후반 낙폭 확대, 나스닥 -3.1%",통화정책,13:30 ET 장중,예정,매파,5,3,▼,3.8,A,지수
US-20250417-01,2025-04-17,16286.45,-0.13,N,N,"트럼프 ""파월 해임 빨리 이뤄져야(termination cannot come fast enough)"" → 연준 독립성 우려 확산",정치,장중,돌발,—,5,1,▼,2.6,A,지수
US-20250417-02,2025-04-17,16286.45,-0.13,N,N,"유나이티드헬스 가이던스 하향 -22%(다우 급락), 넷플릭스 장후 호실적",기업실적,장전,예정,미달,3,1,▼,1.8,A,헬스케어
US-20250417-03,2025-04-17,16286.45,-0.13,N,N,(4/18 성금요일 휴장) ECB 25bp 인하,통화정책,08:15 ET 장전,예정,부합,1,1,◆,1.0,C,—
US-20250421-01,2025-04-21,15870.9,-2.55,N,Y,"트럼프 파월 ""Mr. Too Late, 루저"" 공격·해싯 ""해임 검토"" → 연준 독립성 우려로 주식·달러·국채 동반 약세(Sell America), 나스닥 -2.6%",정치,주말~장중,돌발,—,5,4,▼,4.4,B,지수·달러
US-20250421-02,2025-04-21,15870.9,-2.55,N,Y,"금 3,400달러 사상 최고",채권/금리,장중,—,—,3,1,◆,1.8,C,금
US-20250422-01,2025-04-22,16300.42,2.71,N,Y,"베선트 비공개 연설 ""中과 무역전쟁 지속 불가, 긴장 완화 예상""(JP모건 행사, 13:00 ET 보도) → 나스닥 +2.7%",무역/관세,13:00 ET 장중,돌발,—,4,4,▲,4.0,A,지수·중국 노출주
US-20250422-02,2025-04-22,16300.42,2.71,N,Y,"테슬라 장후 실적(부진)·머스크 ""DOGE 축소"" → 시간외 +5%",기업실적,16:00 ET 장후,예정,미달,3,1,▲,1.8,A,테슬라
US-20250423-01,2025-04-23,16708.05,2.50,N,Y,"트럼프 ""파월 해임 의도 없다"" + ""대중 관세 145% 상당히 인하될 것""(4/22 장후) → 나스닥 +2.5%(장중 +4% 후 베선트 ""일방 인하 없다""에 반납)",무역/관세,전일 17:00 ET 장후,돌발,—,5,4,▲,4.4,B,지수
US-20250423-02,2025-04-23,16708.05,2.50,N,Y,테슬라 +5.4%,기업실적,전일 장후,예정,—,2,1,▲,1.4,B,테슬라
US-20250424-01,2025-04-24,17166.04,2.74,N,N,"월러 ""관세 충격 크면 인하 가능"" + 美-中 협상 기대 → 나스닥 +2.7%, 3일 연속↑",통화정책,장중,돌발,—,3,4,▲,3.6,A,지수
US-20250424-02,2025-04-24,17166.04,2.74,N,N,"中 ""협상 진행 안 됨"" 부인에도 상승 / 장후 알파벳 호실적(자사주 700억달러)",기업실적,16:05 ET 장후,예정,상회,3,1,▲,1.8,A,알파벳
US-20250425-01,2025-04-25,17382.94,1.26,N,N,"알파벳 호실적 +1.7% + 中 일부 미국산 반도체 관세 면제 보도 → 나스닥 +1.3%, 주간 +6.7%",무역/관세,장중,돌발,—,3,3,▲,3.0,C,반도체·빅테크
US-20250428-01,2025-04-28,17366.13,-0.10,N,N,"빅테크 실적 주간(MS·메타·애플·아마존) 앞 관망, 보합",기업실적,—,예정,—,2,1,◆,1.4,C,빅테크
US-20250428-02,2025-04-28,17366.13,-0.10,N,N,"베선트 ""中 협상은 中에 달려""",무역/관세,장중,돌발,—,2,1,◆,1.4,C,—
US-20250429-01,2025-04-29,17461.32,0.55,N,N,자동차 관세 부담 완화 행정명령(부품 관세 중복 면제) → S&P 6일 연속↑,무역/관세,장중,돌발,—,3,1,▲,1.8,A,자동차
US-20250429-02,2025-04-29,17461.32,0.55,N,N,JOLTS 구인 719만 부진·소비자신뢰 86.0(2020년 이후 최저),거시지표,10:00 ET 장중,예정,예상 하회,2,1,▼,1.4,A,—
US-20250430-01,2025-04-30,17446.34,-0.09,N,N,"1Q GDP -0.3%(수입 급증, 2022년 이후 첫 역성장) + ADP 6.2만 부진 → 나스닥 장중 -2.5% 후 월말 리밸런싱으로 회복",거시지표,08:30 ET 장전,예정,예상 +0.3% → 실제 -0.3%,4,2,◆,2.8,A,지수
US-20250430-02,2025-04-30,17446.34,-0.09,N,N,장후 MS(애저 +35%)·메타 호실적 → 시간외 급등,기업실적,16:05 ET 장후,예정,상회,4,1,▲,2.2,A,MS·메타
US-20250430-03,2025-04-30,17446.34,-0.09,N,N,3월 근원 PCE 0.0% 둔화,거시지표,10:00 ET 장중,예정,예상 하회,2,1,▲,1.4,A,—
US-20250501-01,2025-05-01,17710.74,1.52,N,Y,MS +7.6%(시총 3조달러 복귀)·메타 +4.2% 호실적 → 나스닥 +1.5%,기업실적,전일 16:05 ET 장후,예정,상회,4,3,▲,3.4,B,빅테크·AI
US-20250501-02,2025-05-01,17710.74,1.52,N,Y,"中 상무부 ""美 협상 제안 평가 중"" → 무역 긴장 완화",무역/관세,장중,돌발,—,3,1,▲,1.8,C,중국 노출주
US-20250501-03,2025-05-01,17710.74,1.52,N,Y,장후 애플(관세 비용 9억달러)·아마존 실적,기업실적,16:30 ET 장후,예정,혼조,3,1,◆,1.8,A,애플·아마존
US-20250502-01,2025-05-02,17977.73,1.51,Y,N,"4월 고용 +17.7만(예상 13.8만) 호조 → 침체 우려 완화, S&P 9일 연속 상승(2004년 이후 최장) → 나스닥 +1.5%",거시지표,08:30 ET 장전,예정,예상 상회,4,3,▲,3.4,A,지수
US-20250502-02,2025-05-02,17977.73,1.51,Y,N,"애플 -3.7%(관세 비용), 아마존 -0.1%",기업실적,전일 장후,예정,—,2,1,▼,1.4,B,애플
US-20250505-01,2025-05-05,17844.24,-0.74,Y,N,버크셔 버핏 CEO 은퇴 발표(5/3) → 버크셔 -5%,기업이벤트,주말,돌발,—,4,1,▼,2.2,B,버크셔
US-20250505-02,2025-05-05,17844.24,-0.74,Y,N,"트럼프 ""외국산 영화 100% 관세"" 발표(5/4 일) → 넷플릭스 -1.9%, S&P 9일 연속 상승 마감",무역/관세,주말,돌발,—,3,1,▼,1.8,B,미디어
US-20250505-03,2025-05-05,17844.24,-0.74,Y,N,ISM 서비스 51.6 예상 상회,거시지표,10:00 ET 장중,예정,상회,1,1,▲,1.0,C,—
US-20250506-01,2025-05-06,17689.66,-0.87,N,N,베선트-허리펑 제네바 회담 일정 발표(장후),무역/관세,장후,돌발,—,4,1,▲,2.2,A,중국 노출주
US-20250506-02,2025-05-06,17689.66,-0.87,N,N,"트럼프 ""中과 협상 서두르지 않아"" + 팔란티어 -12%(실적 후 차익실현) → 나스닥 -0.9%",무역/관세,장중,돌발,—,3,1,▼,1.8,C,성장주
US-20250507-01,2025-05-07,17738.16,0.27,N,N,"알파벳 -7.3%(애플 에디 큐 ""사파리 검색 감소"" 증언) vs 엔비디아 +3%(AI 확산 규칙 폐기 보도)",AI/반도체,장중,돌발,—,4,2,◆,2.8,A,알파벳·엔비디아
US-20250507-02,2025-05-07,17738.16,0.27,N,N,"FOMC 4.25~4.50% 동결(예상 부합), 파월 ""관세로 인플레·실업 동반 상승 위험"", 인하 서두르지 않아",통화정책,14:00 ET 장중,예정,부합,5,1,◆,2.6,A,지수
US-20250508-01,2025-05-08,17928.14,1.07,N,Y,"美-英 무역합의 발표(첫 관세 딜, 기본 10% 유지·자동차 쿼터) → 나스닥 +1.1%",무역/관세,10:00 ET 장중,돌발,—,5,3,▲,3.8,A,지수
US-20250508-02,2025-05-08,17928.14,1.07,N,Y,엔비디아 +3%(바이든 AI 확산 규칙 폐지 공식화),AI/반도체,장중,돌발,—,3,2,▲,2.4,A,반도체
US-20250509-01,2025-05-09,17928.92,0.00,N,N,"제네바 美-中 협상(5/10~11) 앞 관망. 트럼프 ""대중 관세 80% 적절해 보여""",무역/관세,08:00 ET 장전,돌발,—,4,1,◆,2.2,A,중국 노출주
US-20250512-01,2025-05-12,18708.34,4.35,N,Y,"美-中 제네바 합의: 90일간 관세 대폭 인하(美 145%→30%, 中 125%→10%) (주말 협상, 월 04:00 ET 공동성명) → 나스닥 +4.35%, 아마존 +8%·애플 +6%",무역/관세,04:00 ET 장전,돌발,예상(50~80%) → 실제 30%,5,4,▲,4.4,B,지수·중국 노출주·소매
US-20250512-02,2025-05-12,18708.34,4.35,N,Y,트럼프 약가 인하 행정명령(최혜국 가격) → 제약주 약세,정책(미국),장전,돌발,—,3,1,▼,1.8,B,제약
US-20250513-01,2025-05-13,19010.08,1.61,N,N,"4월 CPI 2.3%(예상 2.4%) 하회 — 관세 전가 미미 → S&P 연간 플러스 전환, 나스닥 +1.6%",거시지표,08:30 ET 장전,예정,예상 하회,4,3,▲,3.4,A,지수
US-20250513-02,2025-05-13,19010.08,1.61,N,N,"트럼프 사우디 방문: 엔비디아 +5.6%(사우디 휴메인 AI 칩 공급), AMD +4%",AI/반도체,장중,돌발,—,4,2,▲,2.8,A,AI 반도체
US-20250514-01,2025-05-14,19146.81,0.72,N,N,"엔비디아 +4%·AMD +4.8%(UAE·사우디 AI 칩 계약 확대) → 나스닥 +0.7%, 5일 연속↑",AI/반도체,장중,돌발,—,3,2,▲,2.4,C,AI 반도체
US-20250514-02,2025-05-14,19146.81,0.72,N,N,유나이티드헬스 CEO 사임·가이던스 철회 -18%(5/13),기업이벤트,전일,돌발,—,3,1,▼,1.8,C,헬스케어
US-20250515-01,2025-05-15,19112.32,-0.18,N,N,4월 소매판매 +0.1% 둔화·PPI -0.5%(예상 +0.2%) → 혼조,거시지표,08:30 ET 장전,예정,예상 하회,3,1,◆,1.8,A,지수
US-20250515-02,2025-05-15,19112.32,-0.18,N,N,"월마트 ""관세로 가격 인상 불가피"" + 유나이티드헬스 DOJ 수사 -11%",기업실적,장전,예정,—,3,1,▼,1.8,A,소매·헬스케어
US-20250515-03,2025-05-15,19112.32,-0.18,N,N,"파월 ""공급충격 잦아질 것"" 정책 틀 재검토 연설",통화정책,08:40 ET,예정,—,2,1,◆,1.4,C,—
US-20250516-01,2025-05-16,19211.1,0.52,Y,N,"장후 무디스 美 신용등급 Aaa→Aa1 강등(17:00 ET, 3대 신평사 모두 AAA 상실)",재정,17:00 ET 장후,돌발,—,5,1,▼,2.6,A,국채·지수
US-20250516-02,2025-05-16,19211.1,0.52,Y,N,옵션 만기·미시간 기대인플레 7.3% 급등에도 상승 → 주간 +7.2%,거시지표,10:00 ET 장중,예정,예상 상회,2,1,◆,1.4,C,지수
US-20250519-01,2025-05-19,19215.46,0.02,N,Y,"무디스 강등 소화: 30년물 5% 돌파, 나스닥 장초 -1.4% 후 회복(보합)",재정,전주 17:00 ET 장후,돌발,—,5,2,◆,3.2,B,국채·지수
US-20250519-02,2025-05-19,19215.46,0.02,N,Y,"월마트 가격 인상에 트럼프 ""관세 먹어라(eat the tariffs)""",무역/관세,주말,돌발,—,2,1,◆,1.4,C,소매
US-20250520-01,2025-05-20,19142.71,-0.38,N,N,"감세법안(OBBBA) 재정적자 우려 속 S&P 6일 연속 상승 마감, 나스닥 -0.4%",재정,장중,—,—,3,1,▼,1.8,C,지수
US-20250520-02,2025-05-20,19142.71,-0.38,N,N,"구글 I/O AI 발표, 홈디포 실적 무난",기업이벤트,장중,예정,—,2,1,◆,1.4,C,알파벳
US-20250521-01,2025-05-21,18872.64,-1.41,N,Y,"20년물 국채 입찰 부진(13:00 ET) → 30년물 5.09%·10년물 4.6% 급등, 감세법안 재정우려 → 나스닥 -1.4%",채권/금리,13:00 ET 장중,예정,입찰 수요 부진,4,3,▼,3.4,A,지수·금리민감주
US-20250521-02,2025-05-21,18872.64,-1.41,N,Y,유나이티드헬스 -6%(메디케어 과다청구 보도),기업이벤트,장중,돌발,—,2,1,▼,1.4,C,헬스케어
US-20250522-01,2025-05-22,18925.74,0.28,N,N,"하원 감세법안(OBBBA) 1표 차 통과(07:00 ET) → 장초 금리 상승 후 진정, 나스닥 +0.3%",재정,07:00 ET 장전,예정,—,5,1,◆,2.6,B,국채
US-20250522-02,2025-05-22,18925.74,0.28,N,N,비트코인 11만달러 사상 최고 → 코인베이스·스트래티지↑,기타,장중,—,—,2,1,▲,1.4,C,가상자산
US-20250523-01,2025-05-23,18737.21,-1.00,N,Y,"트럼프 트루스소셜 ""EU 50% 관세 6/1부터"" + ""아이폰 美 생산 안 하면 25% 관세""(07:00 ET) → 나스닥 장초 -2%, 종가 -1.0%. 애플 -3%",무역/관세,07:00 ET 장전,돌발,—,5,3,▼,3.8,A,애플·유럽 노출주
US-20250527-01,2025-05-27,19199.16,2.47,N,Y,"트럼프, EU 50% 관세 7/9로 연기(5/25 일, 폰데어라이엔 통화) + 5월 소비자신뢰 98.0 급반등(예상 87.1) → 나스닥 +2.5%",무역/관세,주말,돌발,—,5,4,▲,4.4,B,지수·유럽 노출주
US-20250527-02,2025-05-27,19199.16,2.47,N,Y,(5/26 메모리얼데이 휴장) 日 초장기물 금리 급락(발행 축소 검토),채권/금리,장전,돌발,—,2,1,▲,1.4,C,국채
US-20250528-01,2025-05-28,19100.94,-0.51,N,N,"장후 엔비디아 1Q 매출 441억달러(H20 손실 제외 호조), 장후 국제무역법원 IEEPA 관세 무효 판결(17:00 ET 이후)",기업실적,16:20 ET 장후,예정,상회,5,1,▲,2.6,A,엔비디아·지수
US-20250528-02,2025-05-28,19100.94,-0.51,N,N,"FOMC 의사록(14:00 ET) ""스태그플레이션 위험·어려운 트레이드오프"" → 약세",통화정책,14:00 ET 장중,예정,—,3,1,▼,1.8,A,지수
US-20250529-01,2025-05-29,19175.87,0.39,N,N,"국제무역법원 ""IEEPA 상호관세 위법·무효"" 판결 → 장초 급등, 항소법원 효력정지(14:00 ET경)로 상승폭 축소",무역/관세,전일 장후,돌발,—,5,2,▲,3.2,B,지수·수입의존
US-20250529-02,2025-05-29,19175.87,0.39,N,N,엔비디아 +3.3% 호실적 반영,기업실적,전일 장후,예정,상회,4,2,▲,2.8,B,AI 반도체
US-20250529-03,2025-05-29,19175.87,0.39,N,N,1Q GDP 수정 -0.2%,거시지표,08:30 ET 장전,예정,—,1,1,◆,1.0,C,—
US-20250530-01,2025-05-30,19113.77,-0.32,N,N,"트럼프 ""中이 제네바 합의 위반"" 트윗(10:00 ET) → 장중 급락 후 회복, 보합. 5월 나스닥 +9.6%(2023.11 이후 최고의 달)",무역/관세,10:00 ET 장중,돌발,—,4,2,▼,2.8,A,중국 노출주
US-20250530-02,2025-05-30,19113.77,-0.32,N,N,"장후 트럼프 ""철강 관세 25%→50%"" 발표(펜실베이니아 연설)",무역/관세,장후,돌발,—,3,1,▼,1.8,A,철강
US-20250530-03,2025-05-30,19113.77,-0.32,N,N,4월 근원 PCE 2.5% 둔화,거시지표,08:30 ET 장전,예정,부합,2,1,▲,1.4,A,—
US-20250602-01,2025-06-02,19242.61,0.67,N,N,"철강관세 50%(6/4 발효) 발표 소화 + 美-中 정상 통화 기대 → 나스닥 +0.7%, 엔비디아 +1.7%",무역/관세,주말,돌발,—,3,1,▲,1.8,B,철강·반도체
US-20250602-02,2025-06-02,19242.61,0.67,N,N,"우크라 ""거미줄 작전"" 러 전략폭격기 드론 공격(6/1)",지정학,주말,돌발,—,3,1,◆,1.8,C,방산
US-20250602-03,2025-06-02,19242.61,0.67,N,N,ISM 제조업 48.5 위축,거시지표,10:00 ET 장중,예정,예상 하회,2,1,▼,1.4,A,—
US-20250603-01,2025-06-03,19398.96,0.81,N,N,"엔비디아 +2.8%(시총 1위 탈환), OECD 美 성장률 1.6%로 하향",AI/반도체,장중,—,—,3,1,▲,1.8,C,반도체
US-20250603-02,2025-06-03,19398.96,0.81,N,N,"4월 JOLTS 구인 739만(예상 710만) 상회 → 고용 견조, 나스닥 +0.8%",거시지표,10:00 ET 장중,예정,상회,2,1,▲,1.4,A,지수
US-20250604-01,2025-06-04,19460.49,0.32,N,N,"5월 ADP 고용 3.7만(예상 11만, 2년 만에 최저)·ISM 서비스 49.9 위축 → 금리 하락",거시지표,08:15/10:00 ET,예정,예상 하회,3,1,◆,1.8,A,지수
US-20250604-02,2025-06-04,19460.49,0.32,N,N,"트럼프 ""시진핑과 합의 극히 어렵다""",무역/관세,장전,돌발,—,2,1,▼,1.4,C,중국 노출주
US-20250605-01,2025-06-05,19298.45,-0.83,N,N,"트럼프-머스크 공개 설전(""정부 계약 해지"" 위협) → 테슬라 -14.3%(시총 1,520억달러 증발)",기업이벤트,14:00 ET 장중,돌발,—,5,2,▼,3.2,A,테슬라
US-20250605-02,2025-06-05,19298.45,-0.83,N,N,트럼프-시진핑 90분 통화(희토류 합의) → 장초 상승 후 반납,무역/관세,장전,돌발,—,4,1,▲,2.2,A,중국 노출주
US-20250605-03,2025-06-05,19298.45,-0.83,N,N,"브로드컴 장후 실적, 룰루레몬 가이던스 하향",기업실적,16:00 ET 장후,예정,—,2,1,◆,1.4,A,반도체
US-20250606-01,2025-06-06,19529.95,1.20,N,Y,"5월 고용 +13.9만(예상 12.6만)·실업률 4.2% → 침체 우려 완화, 나스닥 +1.2%",거시지표,08:30 ET 장전,예정,예상 상회,4,3,▲,3.4,A,지수
US-20250606-02,2025-06-06,19529.95,1.20,N,Y,"테슬라 +3.7% 반등, 트럼프 ""美-中 런던 협상 6/9"" 발표",무역/관세,장중,돌발,—,3,1,▲,1.8,C,테슬라·중국 노출주
US-20250609-01,2025-06-09,19591.24,0.31,N,N,"美-中 런던 무역협상 개시(희토류·반도체 수출통제) → 나스닥 +0.3%, 4일 연속↑",무역/관세,장중,예정,—,4,1,▲,2.2,C,중국 노출주
US-20250609-02,2025-06-09,19591.24,0.31,N,N,애플 WWDC 실망 -1.2%,기업이벤트,13:00 ET 장중,예정,—,2,1,▼,1.4,A,애플
US-20250610-01,2025-06-10,19714.99,0.63,N,N,"런던 협상 2일째 ""순조"" (러트닉) → 나스닥 +0.6%",무역/관세,장중,예정,—,3,1,▲,1.8,C,중국 노출주
US-20250610-02,2025-06-10,19714.99,0.63,N,N,"오픈AI-구글 클라우드 계약 보도, 오픈AI ARR 100억달러",AI/반도체,장중,돌발,—,2,1,▲,1.4,C,AI
US-20250611-01,2025-06-11,19615.88,-0.50,N,N,5월 CPI 2.4%(근원 2.8%) 예상 하회,거시지표,08:30 ET 장전,예정,예상 하회,4,1,▲,2.2,A,지수
US-20250611-02,2025-06-11,19615.88,-0.50,N,N,"런던 협상 ""프레임워크 합의""(희토류 공급 재개) 발표 — 반응 제한적, 장 후반 이란 긴장(美 대사관 철수)으로 -0.5%",무역/관세,장전,돌발,—,4,1,◆,2.2,A,중국 노출주·에너지
US-20250612-01,2025-06-12,19662.49,0.24,N,N,장후 이스라엘 이란 핵시설 공습 개시(20:00 ET경),지정학,장후,돌발,—,5,1,▼,2.6,A,지수
US-20250612-02,2025-06-12,19662.49,0.24,N,N,오라클 +13%(클라우드 가이던스 상향) + 5월 PPI +0.1% 하회 → 나스닥 +0.2%,기업실적,전일 장후,예정,상회,3,1,▲,1.8,B,오라클·AI 인프라
US-20250612-03,2025-06-12,19662.49,0.24,N,N,보잉 -5%(에어인디아 787 추락),기타,장전,돌발,—,3,1,▼,1.8,A,항공
US-20250613-01,2025-06-13,19406.83,-1.30,N,Y,"이스라엘 이란 핵·군사시설 공습(""일어서는 사자"" 작전) + 이란 보복 미사일 → WTI +7%, 나스닥 -1.3%",지정학,전일 20:00 ET 이후,돌발,—,5,3,▼,3.8,B,지수·에너지·항공
US-20250613-02,2025-06-13,19406.83,-1.30,N,Y,방산·에너지주 급등,지정학,장중,—,—,3,2,▲,2.4,C,방산·에너지
US-20250616-01,2025-06-16,19701.21,1.52,N,Y,"이란 ""휴전·협상 의향"" 보도(WSJ) → 유가 -2% 반락, 나스닥 +1.5%",지정학,장전,돌발,—,4,3,▲,3.4,B,지수·에너지
US-20250616-02,2025-06-16,19701.21,1.52,N,Y,G7 정상회의(캐나다) 개막,지정학,장중,예정,—,2,1,◆,1.4,C,—
US-20250617-01,2025-06-17,19521.09,-0.91,N,N,"트럼프 G7 조기 귀국 + 이란에 ""무조건 항복"" 요구·美 개입 시사 → 유가 +4%, 나스닥 -0.9%",지정학,장중,돌발,—,5,2,▼,3.2,A,지수·에너지
US-20250617-02,2025-06-17,19521.09,-0.91,N,N,5월 소매판매 -0.9%(예상 -0.6%) 부진,거시지표,08:30 ET 장전,예정,예상 하회,3,1,▼,1.8,A,소비재
US-20250618-01,2025-06-18,19546.27,0.13,N,N,"FOMC 동결, 점도표 연내 2회 인하 유지(7명은 0회) + 파월 ""여름 관세 인플레 확인"" → 보합",통화정책,14:00 ET 장중,예정,부합,5,1,◆,2.6,A,지수
